	NCIH596Sskp140h1_h0	NCIH596Sskp140h2_h0	NCIH596S3skp143hHGF1_h3	NCIH596S3skp143hHGF2_h3	NCIH596S6skp146hHGF1_h6	NCIH596S6skp146hHGF2_h6	NCIH596S12skp1412hHGF1_h12	NCIH596S12skp1412hHGF2_h12
CYP4A43P:ENSG00000261196	0	0	0	0	0	0	0	0
AC133561.3:ENSG00000261197	0	0	0	0	0	0	0	0
UBE2FP2:ENSG00000261199	0	0	0	0	0	0	0	0
AC106782.2:ENSG00000261203	0	0	0	0	0	0	0	0
NIFKP4:ENSG00000261205	0	0	0	0	0	0	0	0
AL365475.1:ENSG00000261208	0	0	0	0	0	0	0	0
SULT1C2P2:ENSG00000261209	0	0	0	0	0	0	0	0
CLEC19A:ENSG00000261210	0	0	0	0	0	0	0	0
BCAP31P1:ENSG00000261217	0	0	0	0	0	0	0	0
ZNF865:ENSG00000261221	468	633	345	522	487	878	721	363
AC090751.1:ENSG00000261232	0	0	0	0	0	0	0	0
ABCD1P3:ENSG00000261233	0	0	0	0	0	0	0	0
AC025281.1:ENSG00000261234	0	0	0	0	0	0	0	0
BOP1:ENSG00000261236	484	738	558	896	1043	1969	1267	866
ANKRD26P1:ENSG00000261239	0	0	0	0	0	1	0	0
AC093520.2:ENSG00000261245	0	0	0	0	0	0	0	0
GOLGA8T:ENSG00000261247	3	9	1	2	0	1	11	3
AC142086.5:ENSG00000261259	0	0	0	0	0	0	0	0
AC138907.5:ENSG00000261263	0	0	0	0	0	0	0	0
MUC22:ENSG00000261272	0	0	0	0	0	0	0	0
TP53TG3GP:ENSG00000261274	0	0	0	0	0	0	0	0
AC009094.1:ENSG00000261278	0	0	0	0	0	0	0	0
ULK4P1:ENSG00000261279	2	0	2	4	0	2	4	1
AC009712.1:ENSG00000261281	0	0	0	0	0	0	0	0
SOD1P2:ENSG00000261282	0	0	0	0	0	0	0	0
RBM22P13:ENSG00000261284	0	0	0	0	0	0	0	0
AC034105.5:ENSG00000261289	0	0	0	0	0	0	0	0
CYP4A44P:ENSG00000261290	0	0	0	0	0	0	0	0
C2orf69P3:ENSG00000261299	0	0	0	0	0	0	0	0
AC022748.2:ENSG00000261303	0	0	0	0	0	0	0	0
FIGNL2:ENSG00000261308	0	0	0	0	0	0	0	0
LARP4P:ENSG00000261315	2	2	0	1	0	0	0	0
PPIAP50:ENSG00000261330	0	0	0	0	0	0	0	0
CD24P2:ENSG00000261333	0	0	0	0	0	0	0	0
EIF4BP5:ENSG00000261336	0	1	0	1	0	0	0	0
AC010325.1:ENSG00000261341	1	0	0	0	2	0	1	1
AL031432.2:ENSG00000261349	0	0	0	1	0	0	0	1
AC092368.2:ENSG00000261356	0	0	0	0	0	0	0	0
AC136619.2:ENSG00000261362	0	0	0	0	0	0	0	0
AC138749.4:ENSG00000261365	0	0	0	0	0	0	0	0
PECAM1:ENSG00000261371	20	37	14	25	11	23	7	7
AC135983.5:ENSG00000261375	0	0	0	1	0	0	0	0
PDCD6IPP2:ENSG00000261377	23	20	11	25	19	22	17	12
AC138907.6:ENSG00000261391	0	0	0	0	0	0	0	0
HSPE1P5:ENSG00000261395	0	0	0	1	0	1	1	0
AC091304.3:ENSG00000261401	0	0	0	0	0	1	1	1
AC136944.3:ENSG00000261405	0	0	0	0	0	0	0	0
TEN1-CDK3:ENSG00000261408	42	60	18	34	42	36	99	40
AC100756.2:ENSG00000261418	0	0	0	1	0	0	0	0
AC145285.4:ENSG00000261419	0	0	0	0	0	0	0	0
ATP5PBP7:ENSG00000261424	0	0	0	0	0	0	0	0
DPPA2P4:ENSG00000261429	0	0	0	0	0	0	0	0
DUX4L45:ENSG00000261440	0	0	0	0	0	0	0	0
AC106782.3:ENSG00000261444	0	0	0	0	0	0	0	0
TUBB8:ENSG00000261456	0	2	1	0	1	1	1	0
AC002519.2:ENSG00000261457	0	0	0	0	0	0	0	0
AC009132.1:ENSG00000261458	1	0	0	0	0	0	0	0
AC002310.4:ENSG00000261459	0	62	0	3	0	38	39	33
UBE2MP1:ENSG00000261461	6	11	9	15	11	10	6	7
RARRES2P9:ENSG00000261486	0	0	0	0	0	0	0	0
DNM1P31:ENSG00000261491	0	0	0	0	0	0	0	0
AC091304.4:ENSG00000261497	0	0	0	0	0	0	0	0
AC233699.1:ENSG00000261499	0	0	0	14	0	3	0	0
TP53TG3B:ENSG00000261509	0	0	0	0	0	0	0	0
CYP3A137P:ENSG00000261511	0	0	0	0	0	0	0	0
VN1R70P:ENSG00000261515	0	0	0	0	0	0	0	0
AL845331.3:ENSG00000261522	0	0	0	0	0	0	0	0
ABCB10P3:ENSG00000261524	0	0	0	0	0	0	0	1
AC026464.5:ENSG00000261527	0	0	0	0	0	0	0	0
CCNYL7:ENSG00000261528	0	0	0	0	0	0	0	0
ABHD17AP9:ENSG00000261536	0	0	0	0	0	0	0	0
HLA-P:ENSG00000261548	0	0	0	0	0	1	0	0
AC107954.1:ENSG00000261549	0	0	0	0	0	3	0	0
AC037471.2:ENSG00000261554	0	0	0	0	0	0	0	0
SMG1P7:ENSG00000261556	99	152	66	126	100	183	239	97
EEF1A1P38:ENSG00000261557	1	0	0	0	0	0	0	0
FSCN1P1:ENSG00000261559	15	26	21	32	26	41	41	27
AC091304.5:ENSG00000261561	0	0	0	0	0	0	0	0
AC120498.7:ENSG00000261564	0	0	0	0	0	0	0	0
AC005829.1:ENSG00000261575	6	2	2	0	1	2	3	1
ENPP7P13:ENSG00000261580	0	0	0	0	0	0	0	0
HERC2P11:ENSG00000261581	0	0	0	0	0	0	0	0
AL121753.1:ENSG00000261582	1	1	2	7	0	1	1	0
TMEM249:ENSG00000261587	5	7	1	5	1	7	6	0
AC093249.4:ENSG00000261588	0	0	0	1	0	1	0	0
AC018554.1:ENSG00000261590	0	0	0	0	0	0	0	0
CYP4A27P:ENSG00000261593	0	0	0	0	0	0	0	0
TPBGL:ENSG00000261594	2	3	2	1	1	5	6	5
HERC2P8:ENSG00000261599	0	2	0	0	1	0	0	0
PRSS46P:ENSG00000261603	0	0	0	1	0	0	1	0
AC140658.4:ENSG00000261607	0	0	0	0	0	0	0	0
SLC25A1P4:ENSG00000261608	0	0	0	0	0	0	0	0
GAN:ENSG00000261609	275	369	294	461	293	517	646	274
AC010547.4:ENSG00000261611	48	44	39	33	30	21	32	16
SUB1P3:ENSG00000261612	0	3	3	3	1	6	2	1
YBX3P1:ENSG00000261614	4	4	3	0	2	6	1	0
HMGN2P41:ENSG00000261620	0	0	0	0	0	0	0	0
NDUFB10P2:ENSG00000261624	0	0	0	0	0	0	0	0
AC087481.2:ENSG00000261628	0	1	1	0	0	0	0	0
AC103988.1:ENSG00000261635	0	3	1	1	2	0	2	1
IMPDH1P11:ENSG00000261647	0	0	0	0	0	0	0	0
GOLGA6L7:ENSG00000261649	0	0	0	0	0	0	0	0
C15orf65:ENSG00000261652	7	16	0	1	2	3	3	4
TUBAP4:ENSG00000261665	0	0	0	0	0	0	0	0
LY6L:ENSG00000261667	0	0	0	0	0	0	0	0
SCRT1:ENSG00000261678	0	0	0	0	0	1	0	0
ATP5PDP1:ENSG00000261679	0	0	0	0	0	0	0	0
AC093249.5:ENSG00000261680	0	0	0	0	0	0	0	0
AGGF1P4:ENSG00000261689	0	0	0	0	0	0	0	0
HPR:ENSG00000261701	0	0	0	0	0	0	0	0
AC022254.1:ENSG00000261702	0	0	0	0	0	0	0	0
IGHV1OR16-1:ENSG00000261704	0	0	0	0	0	0	0	0
DNM1P32:ENSG00000261708	0	0	0	0	0	0	0	0
AC051619.8:ENSG00000261709	0	0	0	0	0	0	0	0
FRG2DP:ENSG00000261711	0	0	0	0	0	0	0	0
AC105137.1:ENSG00000261714	0	0	0	0	0	0	0	0
H2BC20P:ENSG00000261716	602	732	209	360	175	363	544	192
AC009163.5:ENSG00000261717	0	0	2	0	0	0	0	1
AC137761.2:ENSG00000261719	0	0	0	0	0	0	0	0
AC007225.2:ENSG00000261725	0	0	0	0	0	0	0	0
AC142381.4:ENSG00000261727	0	0	0	0	0	0	0	0
AL031708.1:ENSG00000261732	13	54	36	41	16	31	65	10
GOLGA8S:ENSG00000261739	4	2	1	2	3	1	0	0
BOLA2-SMG1P6:ENSG00000261740	482	723	594	773	677	1280	627	556
FRG2KP:ENSG00000261741	0	0	0	0	1	0	0	0
AC120045.3:ENSG00000261747	0	0	0	0	0	0	0	0
AC098965.1:ENSG00000261748	0	0	0	0	0	0	0	0
AGGF1P8:ENSG00000261752	0	0	0	0	0	0	0	0
AC140479.3:ENSG00000261760	0	0	0	0	0	0	0	0
KRT18P18:ENSG00000261764	0	0	0	0	0	0	0	0
AC009075.2:ENSG00000261774	0	0	0	0	0	0	0	0
AC079414.2:ENSG00000261776	0	0	0	0	0	0	0	0
AC006362.1:ENSG00000261778	0	0	0	0	0	0	0	0
AC116553.1:ENSG00000261782	0	0	0	0	0	0	0	0
TCF24:ENSG00000261787	0	0	0	0	0	0	0	0
DNM1P28:ENSG00000261792	0	0	0	0	0	0	0	0
AL929554.2:ENSG00000261793	3	7	0	2	2	2	0	0
GOLGA8H:ENSG00000261794	1	0	0	0	0	0	1	0
ISY1-RAB43:ENSG00000261796	734	1080	605	987	611	1497	904	540
CYP3A54P:ENSG00000261809	0	0	0	0	0	0	0	0
TUBB8P7:ENSG00000261812	0	0	0	1	1	1	1	0
AC015720.3:ENSG00000261813	0	0	0	0	0	0	0	0
AC138932.4:ENSG00000261819	2	9	1	1	1	6	12	0
DNM1P49:ENSG00000261820	0	0	0	0	0	0	0	0
AC138894.1:ENSG00000261832	34	11	19	61	24	6	3	11
IGHV3OR16-15:ENSG00000261834	0	0	0	0	0	0	0	0
AC007610.4:ENSG00000261835	0	0	0	0	0	0	0	0
MIA:ENSG00000261857	0	1	0	0	0	0	0	0
MFSD1P1:ENSG00000261868	0	0	0	0	0	0	0	0
SMIM36:ENSG00000261873	0	0	0	0	0	0	0	0
AC006600.1:ENSG00000261882	0	0	0	0	0	0	0	0
AC040162.1:ENSG00000261884	41	57	30	62	30	59	48	19
MTND5P33:ENSG00000261904	0	0	0	0	0	0	0	0
RPL23AP84:ENSG00000261914	0	0	0	0	0	0	0	0
AC026954.2:ENSG00000261915	0	0	0	0	9	0	7	0
PCDHGA9:ENSG00000261934	9	9	5	5	5	4	11	5
LARP7P2:ENSG00000261939	0	0	0	0	0	0	0	0
GFY:ENSG00000261949	1	0	0	0	0	3	1	0
CCDC92B:ENSG00000261963	0	0	0	0	0	0	0	0
ISCA1P3:ENSG00000261965	0	0	0	0	0	0	0	0
AL391840.2:ENSG00000261970	0	0	1	0	0	0	0	0
KYNUP1:ENSG00000261987	0	0	0	0	0	0	0	0
AC120024.2:ENSG00000262000	0	0	0	0	0	0	0	0
AC010547.5:ENSG00000262008	0	0	0	0	0	0	0	0
AL078601.2:ENSG00000262048	0	0	0	0	0	0	0	0
AC120057.1:ENSG00000262067	0	0	0	0	0	0	0	0
SNORD3B-2:ENSG00000262074	0	0	0	0	0	0	0	0
IL9RP4:ENSG00000262081	0	0	0	0	0	0	0	0
OR1P1:ENSG00000262085	0	0	0	0	0	0	0	0
AC136944.5:ENSG00000262090	0	0	0	0	0	0	0	0
MTATP6P25:ENSG00000262095	0	0	0	0	0	0	0	0
PCDHB19P:ENSG00000262096	17	23	2	3	1	5	22	6
OR1D3P:ENSG00000262106	0	0	0	0	0	0	0	0
MTND6P33:ENSG00000262107	0	0	0	0	0	0	0	0
MTCO1P28:ENSG00000262118	0	0	0	0	0	0	0	0
AC010547.6:ENSG00000262120	0	0	0	0	0	0	0	0
GARS1P1:ENSG00000262135	0	0	0	0	0	0	0	0
AC010653.1:ENSG00000262140	0	1	1	2	0	0	0	1
AC040162.2:ENSG00000262141	0	0	0	0	0	0	0	0
LINC00514:ENSG00000262152	4	6	0	3	1	2	7	0
EIF1P4:ENSG00000262154	0	0	0	0	0	0	0	0
MTCO3P24:ENSG00000262158	0	0	0	0	0	0	0	0
AC233723.1:ENSG00000262165	9	7	4	9	4	6	3	4
MYMX:ENSG00000262179	0	0	0	0	0	0	0	0
AP001005.1:ENSG00000262181	0	0	0	0	0	0	0	0
AC137800.2:ENSG00000262187	0	0	0	0	0	0	0	0
PCDHGB3:ENSG00000262209	88	109	40	85	40	64	72	12
TMF1P1:ENSG00000262235	0	0	0	0	0	0	0	0
CORO7:ENSG00000262246	218	344	254	360	262	591	557	268
AC027796.2:ENSG00000262248	0	0	0	0	0	1	2	0
MTND4LP24:ENSG00000262259	0	0	0	0	0	0	0	0
AC026271.2:ENSG00000262262	0	0	0	0	0	0	0	0
AC090079.1:ENSG00000262271	0	0	0	0	0	0	0	0
AC003688.2:ENSG00000262302	0	0	0	0	0	0	0	0
AC027796.3:ENSG00000262304	16	0	0	12	0	13	13	0
AC025283.1:ENSG00000262316	0	0	0	0	0	0	0	0
MTND4P34:ENSG00000262322	0	0	0	0	0	0	0	0
HNRNPA1P16:ENSG00000262333	18	30	10	26	5	25	36	23
NDUFA3P6:ENSG00000262366	0	0	0	0	0	0	0	0
MTATP6P24:ENSG00000262381	0	0	0	0	0	0	0	0
AC034268.1:ENSG00000262384	0	0	0	0	0	0	0	0
AL590084.3:ENSG00000262400	0	0	0	0	0	0	0	0
MCUR1P1:ENSG00000262402	0	0	0	1	0	0	0	0
MMP12:ENSG00000262406	1	0	4	1	2	2	0	0
AC015912.2:ENSG00000262408	0	0	0	1	0	0	0	0
SPDYE9:ENSG00000262461	0	0	0	0	0	0	0	0
TVP23CP2:ENSG00000262470	2	0	0	0	0	0	2	0
AC009171.1:ENSG00000262471	0	0	0	0	0	0	0	0
SAMD11P1:ENSG00000262480	0	0	0	0	0	0	0	0
TMEM256-PLSCR3:ENSG00000262481	8	5	7	0	0	12	0	3
CCER2:ENSG00000262484	1	1	1	0	0	1	0	1
AC133065.2:ENSG00000262488	0	0	0	0	0	0	0	0
AC104581.1:ENSG00000262492	0	0	0	0	0	0	0	0
AC012146.2:ENSG00000262495	0	0	0	0	0	0	0	0
FAM187B2P:ENSG00000262497	1	0	0	0	0	1	0	0
MAPK8IP1P1:ENSG00000262500	0	0	0	0	0	0	0	0
AC027763.1:ENSG00000262503	0	0	0	0	0	0	0	0
AC007151.1:ENSG00000262516	0	0	0	0	0	0	0	0
AC090079.2:ENSG00000262518	0	0	0	0	0	0	0	0
TXNP4:ENSG00000262519	0	0	0	0	1	0	0	0
AC120057.2:ENSG00000262526	0	0	0	0	0	0	0	0
AC005829.2:ENSG00000262539	0	0	1	0	0	0	0	0
SMIM28:ENSG00000262543	0	0	0	0	0	0	0	0
AC018512.1:ENSG00000262560	1	0	0	0	0	0	0	0
AC136932.1:ENSG00000262561	0	0	0	0	0	0	0	0
AL355375.2:ENSG00000262566	0	0	0	0	0	0	0	0
PCDHGA4:ENSG00000262576	91	116	33	117	44	99	82	30
TMEM231P1:ENSG00000262583	0	0	2	1	0	0	0	0
AC133552.2:ENSG00000262587	13	8	2	5	5	6	3	3
BTF3P14:ENSG00000262609	0	0	0	0	0	0	0	0
AC004584.2:ENSG00000262623	0	0	0	0	0	0	0	0
OR1D5:ENSG00000262628	0	0	0	0	0	0	0	0
AC005670.2:ENSG00000262633	0	2	0	0	0	0	0	0
AC099489.2:ENSG00000262636	0	0	0	0	0	0	0	0
PHBP15:ENSG00000262648	1	0	0	0	0	0	0	0
AL513043.1:ENSG00000262651	0	0	0	0	0	0	0	0
SPON1:ENSG00000262655	0	0	0	0	0	0	0	0
AC139530.2:ENSG00000262660	0	0	0	0	0	0	0	0
OVCA2:ENSG00000262664	293	425	247	426	333	679	255	295
AC133552.3:ENSG00000262700	0	0	0	0	0	0	0	0
AC027455.1:ENSG00000262708	0	0	0	0	0	0	0	0
AC104581.2:ENSG00000262730	0	0	0	0	0	0	0	0
MRPS21P9:ENSG00000262759	0	0	0	0	0	0	0	0
AL354943.1:ENSG00000262803	0	0	0	0	0	0	1	0
MRPL12:ENSG00000262814	616	869	668	894	940	1635	729	713
AC055872.1:ENSG00000262818	0	0	0	0	0	0	0	0
AC012146.4:ENSG00000262855	0	0	0	0	0	0	0	0
CYCSP40:ENSG00000262870	0	0	0	0	0	0	0	0
C19orf84:ENSG00000262874	0	0	0	0	0	0	0	0
AC135776.3:ENSG00000262885	0	0	0	0	0	0	0	0
MTCO1P40:ENSG00000262902	41	78	43	39	28	72	30	32
TMPOP2:ENSG00000262904	7	5	1	3	4	3	5	3
CCNQ:ENSG00000262919	310	411	412	587	518	887	476	382
ALOX12P2:ENSG00000262943	1	0	0	0	0	0	1	0
EIF4A1P9:ENSG00000262953	1	0	0	1	0	0	0	0
RPL23AP86:ENSG00000262959	0	0	0	0	0	0	0	0
AC006236.1:ENSG00000262961	0	0	0	0	0	0	0	0
KARS1P3:ENSG00000262962	0	0	0	0	0	0	0	0
AC136618.2:ENSG00000262974	0	0	0	0	0	0	0	0
OR52L2P:ENSG00000262980	0	0	0	0	0	0	0	0
AC004706.2:ENSG00000262990	0	0	0	0	0	0	0	0
GTF2I:ENSG00000263001	4354	5610	2476	3608	2358	4006	4304	1952
ZNF234:ENSG00000263002	154	212	156	233	161	248	275	126
ROCK1P1:ENSG00000263006	12	10	4	6	7	6	9	6
AC036164.1:ENSG00000263017	0	0	0	0	0	0	0	0
AL662899.4:ENSG00000263020	56	33	48	0	7	131	118	31
AC136624.3:ENSG00000263029	0	0	0	0	0	0	0	0
AC090286.4:ENSG00000263045	0	0	0	0	0	0	0	0
AC019322.3:ENSG00000263070	0	0	0	0	0	0	0	0
AC025627.2:ENSG00000263107	0	0	0	0	0	0	0	0
ARL2BPP8:ENSG00000263125	0	0	0	0	0	0	0	0
LRRC37A17P:ENSG00000263142	9	15	4	8	3	3	7	3
MYZAP:ENSG00000263155	103	126	85	112	71	88	78	47
MTND1P8:ENSG00000263177	0	0	0	0	0	0	0	0
HNRNPCP4:ENSG00000263179	0	1	0	0	0	1	0	0
AC023934.1:ENSG00000263189	0	0	0	0	0	0	0	0
MTND3P13:ENSG00000263196	0	0	0	0	0	0	0	0
AC005951.1:ENSG00000263199	0	0	0	0	0	0	0	0
DPEP2NB:ENSG00000263201	0	0	0	0	0	0	0	0
KYNUP3:ENSG00000263206	0	0	0	0	0	0	0	0
RYKP1:ENSG00000263219	0	0	0	0	0	0	2	0
ATP5F1AP3:ENSG00000263232	1	1	0	0	0	0	0	1
MTCYBP33:ENSG00000263241	0	0	0	0	0	0	0	0
AC005341.1:ENSG00000263252	0	0	0	0	0	0	0	0
AC119396.1:ENSG00000263264	0	1	0	0	0	0	0	0
RPS7P1:ENSG00000263266	122	194	151	187	139	247	118	129
AC009127.2:ENSG00000263311	0	0	0	0	0	0	1	0
AC133552.4:ENSG00000263326	0	0	0	0	0	0	0	0
AC009088.4:ENSG00000263343	0	0	0	0	0	0	0	0
PPIAL4A:ENSG00000263353	1	1	1	0	1	0	0	0
MIR5011:ENSG00000263354	0	0	0	0	0	0	0	0
AKR1B10P2:ENSG00000263355	0	0	0	0	0	0	0	0
RN7SL134P:ENSG00000263360	0	0	0	0	0	0	0	0
MIR378H:ENSG00000263361	0	0	0	0	0	0	0	0
MIR5702:ENSG00000263363	0	0	0	0	0	0	0	0
ABHD17AP5:ENSG00000263366	0	0	0	0	2	1	0	0
AC069366.1:ENSG00000263368	0	0	0	0	0	0	0	0
AC090616.1:ENSG00000263369	0	0	0	0	0	0	0	0
MIR548AO:ENSG00000263372	0	0	0	0	0	0	0	0
AC233702.2:ENSG00000263375	0	0	0	0	0	0	0	0
MIR5584:ENSG00000263381	0	0	0	0	0	0	0	0
MIR3973:ENSG00000263389	0	0	0	0	0	0	0	0
MIR3119-2:ENSG00000263390	0	0	0	0	0	0	0	0
AP005119.1:ENSG00000263396	0	0	0	0	0	0	0	0
MIR3170:ENSG00000263399	0	0	0	0	0	0	0	0
MIR4673:ENSG00000263403	0	0	0	0	0	0	0	0
PA2G4P3:ENSG00000263405	0	0	0	0	0	0	0	0
MIR4660:ENSG00000263407	0	0	0	0	0	0	0	0
MIR4747:ENSG00000263409	0	0	0	0	0	0	0	0
RN7SL460P:ENSG00000263410	0	0	0	0	0	0	0	0
MIR4538:ENSG00000263413	0	0	0	0	0	0	0	0
MIR3187:ENSG00000263414	0	0	0	0	0	0	0	0
RN7SL471P:ENSG00000263426	0	0	0	0	0	0	0	0
TMEM238L:ENSG00000263429	0	0	0	0	0	0	0	0
RN7SL689P:ENSG00000263432	0	4	2	5	1	4	4	3
AC069061.1:ENSG00000263433	0	0	0	0	0	0	0	0
MIR3158-1:ENSG00000263436	0	0	0	0	0	0	0	0
MIR4753:ENSG00000263439	0	0	0	0	0	0	0	0
MIR4450:ENSG00000263445	0	0	0	0	0	0	0	0
AL162291.1:ENSG00000263453	0	0	0	0	0	0	0	0
MIR5189:ENSG00000263456	0	0	0	0	0	0	0	0
MIR4455:ENSG00000263458	0	0	0	0	0	0	0	0
BOD1P1:ENSG00000263460	0	0	0	0	0	0	0	0
PPIAL4C:ENSG00000263464	1	0	0	2	0	2	1	1
SRSF8:ENSG00000263465	370	480	305	444	318	591	335	207
MIR3130-2:ENSG00000263468	0	0	0	0	0	0	0	0
MIR3156-1:ENSG00000263476	0	0	0	0	0	0	0	0
RN7SL509P:ENSG00000263479	0	0	0	0	0	0	0	0
ANTXRLP1:ENSG00000263482	0	0	0	0	0	0	0	0
MTATP6P3:ENSG00000263483	0	0	0	0	0	0	0	0
RN7SL155P:ENSG00000263490	0	0	0	0	0	0	0	0
MAPK8IP1P2:ENSG00000263503	0	0	0	1	0	1	1	0
AP005265.1:ENSG00000263505	0	0	0	0	0	0	0	0
MIR4497:ENSG00000263510	0	0	0	0	0	0	0	0
MIR5699:ENSG00000263511	0	0	0	0	0	0	0	0
MIR4311:ENSG00000263512	0	0	0	0	0	0	0	0
FAM72C:ENSG00000263513	188	234	56	94	73	129	154	87
MIR3668:ENSG00000263514	0	0	0	0	0	0	0	0
MIR548AN:ENSG00000263515	0	0	0	0	0	0	0	0
MIR378G:ENSG00000263526	0	0	0	0	0	0	0	0
MIR4526:ENSG00000263527	0	0	0	0	0	0	0	0
IKBKE:ENSG00000263528	156	190	104	160	109	208	156	100
RN7SL122P:ENSG00000263529	0	0	0	0	0	0	0	0
MIR4463:ENSG00000263533	0	0	0	0	0	0	0	0
AK4P1:ENSG00000263535	82	98	78	125	54	105	118	54
RN7SL387P:ENSG00000263537	0	0	0	0	0	0	0	0
MIR5582:ENSG00000263540	0	0	0	0	0	0	0	0
RN7SL383P:ENSG00000263556	0	0	0	0	0	0	0	0
RN7SL716P:ENSG00000263558	0	0	0	0	0	0	0	0
MIR4704:ENSG00000263561	0	0	0	0	0	0	0	0
UBBP4:ENSG00000263563	3	3	4	4	6	3	5	0
MIR7853:ENSG00000263572	0	0	0	0	0	0	0	0
MIR4270:ENSG00000263573	0	0	0	0	0	0	0	0
MIR4665:ENSG00000263575	0	0	0	0	0	0	0	0
MIR548X2:ENSG00000263581	0	0	0	0	0	0	0	0
MIR4522:ENSG00000263583	0	0	0	0	0	0	0	0
MIR4480:ENSG00000263584	0	0	0	0	0	0	0	0
MIR4804:ENSG00000263593	0	0	0	0	0	0	0	0
RN7SL823P:ENSG00000263595	0	0	0	0	0	0	0	0
MIR3936:ENSG00000263597	0	0	0	0	0	0	0	0
MIR3915:ENSG00000263600	0	0	0	0	0	0	0	0
MIR3185:ENSG00000263602	0	0	0	0	0	0	0	0
AC015688.1:ENSG00000263604	0	0	0	0	0	0	0	0
CHORDC1P4:ENSG00000263606	0	1	2	2	1	4	1	0
RN7SL353P:ENSG00000263608	0	0	0	0	0	0	0	0
MIR4306:ENSG00000263615	0	0	0	0	0	0	0	0
RN7SL178P:ENSG00000263616	0	0	0	0	0	0	0	0
AC129492.3:ENSG00000263620	0	0	0	0	0	0	0	0
MIR3155A:ENSG00000263628	0	0	0	0	0	0	0	0
MIR5586:ENSG00000263629	0	0	0	0	0	0	0	0
MIR378D1:ENSG00000263631	0	0	0	0	0	0	0	0
MIR3919:ENSG00000263634	0	0	0	0	0	0	0	0
MSMB:ENSG00000263639	0	1	0	0	0	0	0	0
MIR4777:ENSG00000263641	0	0	0	0	0	0	0	0
MIR4802:ENSG00000263642	0	0	0	0	0	0	0	0
MIR4515:ENSG00000263643	0	0	0	0	0	0	0	0
BPTFP1:ENSG00000263647	29	56	22	51	12	64	57	25
AC005244.1:ENSG00000263648	0	0	0	2	0	0	0	0
MIR3135B:ENSG00000263649	0	0	0	0	0	0	0	0
MIR548AX:ENSG00000263652	0	0	0	0	0	0	0	0
SNORA70D:ENSG00000263666	0	0	0	0	0	0	0	0
RN7SL470P:ENSG00000263669	0	0	0	0	0	0	0	0
MIR4457:ENSG00000263670	0	0	0	0	0	0	0	0
RN7SL750P:ENSG00000263672	0	0	0	0	0	0	0	0
MIR5581:ENSG00000263675	0	0	0	0	0	0	0	0
MIR4632:ENSG00000263676	0	0	0	0	0	0	0	0
MIR3197:ENSG00000263681	0	0	0	0	0	0	0	0
AP005139.1:ENSG00000263682	0	0	0	0	0	0	0	0
MIR548D2:ENSG00000263690	0	0	0	0	0	0	0	0
MIR3161:ENSG00000263693	0	0	0	0	0	0	0	0
MIR3621:ENSG00000263697	0	0	0	0	0	0	0	0
MIR5689:ENSG00000263705	0	0	0	0	0	0	0	0
MIR4639:ENSG00000263712	0	0	0	0	0	0	0	0
LINC02210-CRHR1:ENSG00000263715	0	0	0	0	0	0	0	0
SLC25A51P2:ENSG00000263716	0	0	0	0	0	0	0	0
AC012076.1:ENSG00000263723	0	0	0	0	0	0	0	0
FTLP13:ENSG00000263725	0	0	0	0	0	0	0	0
AC087393.1:ENSG00000263729	0	0	0	0	0	0	0	0
MIR3937:ENSG00000263730	0	0	0	0	0	0	0	0
AC091691.1:ENSG00000263733	0	0	0	0	0	0	0	0
MIR4643:ENSG00000263734	0	0	0	0	0	0	0	0
MIR4662B:ENSG00000263735	0	0	0	0	0	0	0	0
RN7SL4P:ENSG00000263740	0	0	0	0	0	1	0	0
MIR548AS:ENSG00000263741	0	0	0	0	0	0	0	0
MIR3165:ENSG00000263742	0	0	0	0	0	0	0	0
MIR3664:ENSG00000263744	0	0	0	0	0	0	0	0
MIR4277:ENSG00000263746	0	0	0	0	0	0	0	0
EXOGP1:ENSG00000263748	0	0	0	0	0	0	0	0
OOSP1P2:ENSG00000263749	0	0	0	0	0	0	0	0
MIR548AV:ENSG00000263750	0	0	0	0	0	0	0	0
MIR3133:ENSG00000263752	0	0	0	0	0	0	0	0
RN7SL498P:ENSG00000263755	0	0	0	0	0	0	0	0
GDF2:ENSG00000263761	0	0	0	0	0	0	0	0
MIR4286:ENSG00000263762	0	0	0	0	0	0	0	0
MIR3686:ENSG00000263763	0	0	0	0	0	0	0	0
SNORD43:ENSG00000263764	0	0	0	0	0	0	0	0
AC017100.2:ENSG00000263772	0	0	0	0	0	0	0	0
SNORA4:ENSG00000263776	0	0	0	0	0	0	0	0
AC024619.4:ENSG00000263781	0	1	3	0	0	0	1	1
MIR5590:ENSG00000263783	0	0	0	0	0	0	0	0
MIR3182:ENSG00000263785	0	0	0	0	0	0	0	0
AC061975.2:ENSG00000263788	0	0	0	0	0	0	0	0
MIR4473:ENSG00000263790	0	0	0	0	0	0	0	0
MIR3115:ENSG00000263793	0	0	0	0	0	0	0	0
RN7SL457P:ENSG00000263794	0	0	0	0	0	0	0	0
MIR5100:ENSG00000263795	0	0	0	0	0	0	0	0
MIR5684:ENSG00000263800	0	0	0	0	0	0	0	0
AC135178.3:ENSG00000263809	4	3	2	0	0	0	3	2
MIR3675:ENSG00000263811	0	0	0	0	0	0	0	0
MIR3679:ENSG00000263813	0	0	0	0	0	0	0	0
RN7SL426P:ENSG00000263815	0	0	0	0	0	0	0	0
