	EBC1SAMP0h1_h0	EBC1SAMP0h2_h0	EBC1S3AMP3hHGF1_h3	EBC1S3AMP3hHGF2_h3	EBC1S6AMP6hHGF1_h6	EBC1S6AMP6hHGF2_h6	EBC1S12AMP12hHGF1_h12	EBC1S12AMP12hHGF2_h12
TMEM35B:ENSG00000243749	55	55	52	74	51	44	42	67
HLA-L:ENSG00000243753	8	9	9	17	14	22	9	35
RPL35AP15:ENSG00000243758	0	0	0	0	0	0	0	0
ST13P15:ENSG00000243759	4	3	6	6	4	3	4	10
AC023194.2:ENSG00000243761	0	0	0	0	0	0	0	0
RN7SL65P:ENSG00000243770	0	0	0	0	0	0	0	0
AC010618.1:ENSG00000243771	0	0	0	0	0	0	0	0
KIR2DL3:ENSG00000243772	0	0	0	0	0	0	0	0
OSTCP1:ENSG00000243775	0	0	0	0	0	0	0	0
AP000942.1:ENSG00000243777	0	1	0	0	0	0	0	0
AP001086.1:ENSG00000243779	0	0	0	0	0	0	0	0
AC092754.2:ENSG00000243780	0	0	0	0	0	0	0	0
AL590396.1:ENSG00000243781	0	0	1	0	0	0	0	0
RN7SL78P:ENSG00000243782	0	0	0	0	0	0	0	0
JMJD7:ENSG00000243789	75	45	44	37	44	44	28	56
OR7E89P:ENSG00000243792	0	0	0	0	0	0	0	0
SNRPCP10:ENSG00000243794	0	0	1	0	0	0	0	0
RN7SL461P:ENSG00000243801	0	0	0	0	0	0	0	0
AC090589.1:ENSG00000243802	0	0	1	0	0	0	0	0
RPL7P18:ENSG00000243806	1	1	3	5	6	6	4	11
APOBEC3D:ENSG00000243811	3	3	0	1	4	0	1	2
AC078857.1:ENSG00000243813	0	0	0	0	0	0	0	0
RN7SL189P:ENSG00000243817	0	0	0	0	0	0	0	0
AC073522.1:ENSG00000243822	0	0	0	0	0	0	0	0
RPL12P6:ENSG00000243824	4	5	2	4	6	0	5	8
AL355357.1:ENSG00000243828	0	0	0	0	0	0	0	0
AC011495.1:ENSG00000243829	0	0	0	1	0	4	1	0
AC092865.1:ENSG00000243830	0	0	0	0	0	0	0	0
AL109933.2:ENSG00000243831	0	0	0	0	0	0	0	0
PSMC1P7:ENSG00000243838	0	0	0	0	0	0	0	0
RPL17P33:ENSG00000243844	0	0	0	0	0	0	0	0
RN7SL30P:ENSG00000243845	0	0	0	0	0	0	0	0
RN7SL610P:ENSG00000243847	0	0	0	0	0	0	0	0
ALDH7A1P3:ENSG00000243853	0	0	0	0	0	0	0	0
RN7SL67P:ENSG00000243854	2	0	1	0	0	0	0	0
RPL12P5:ENSG00000243855	0	0	0	0	0	0	0	0
RN7SL551P:ENSG00000243856	0	0	0	0	0	0	0	0
RPL5P17:ENSG00000243859	0	0	1	2	0	4	0	3
RPS3AP50:ENSG00000243864	0	0	0	0	0	0	0	0
RN7SL236P:ENSG00000243870	0	0	0	0	0	0	0	1
RN7SL487P:ENSG00000243871	0	0	0	0	0	0	0	0
RN7SL464P:ENSG00000243872	0	0	0	0	0	0	0	0
HMGB1P36:ENSG00000243873	0	0	0	0	0	0	0	0
HMGB1P38:ENSG00000243877	0	0	0	0	0	0	0	0
RN7SL419P:ENSG00000243883	0	0	0	0	0	0	0	0
AC117440.1:ENSG00000243886	0	0	0	0	0	0	0	0
TRBV8-1:ENSG00000243889	0	0	0	0	0	0	0	0
RPS3AP16:ENSG00000243894	0	0	0	0	0	0	0	0
OR2A7:ENSG00000243896	5	4	2	6	5	4	0	0
RN7SL320P:ENSG00000243900	0	0	1	0	0	0	0	0
RPSAP5:ENSG00000243904	0	0	0	0	0	1	0	0
RN7SL679P:ENSG00000243905	0	0	0	0	0	0	0	0
TUBA4B:ENSG00000243910	0	0	1	1	0	1	0	0
RN7SL430P:ENSG00000243911	0	0	0	0	0	0	0	0
RPL5P14:ENSG00000243914	0	0	0	0	0	0	0	0
THAP12P2:ENSG00000243915	0	0	0	0	0	0	0	0
AC092183.1:ENSG00000243916	0	0	0	0	0	0	0	0
EIF4BP8:ENSG00000243918	0	0	0	0	0	0	0	0
RPS26P24:ENSG00000243920	0	0	0	0	0	0	0	0
RPS24P18:ENSG00000243925	0	0	0	0	0	0	0	0
MRPS6:ENSG00000243927	177	135	156	210	261	219	258	423
AC104784.1:ENSG00000243929	0	0	0	0	0	0	0	0
RPS12P21:ENSG00000243930	0	0	0	0	0	0	0	1
AC090142.2:ENSG00000243939	0	0	0	0	0	0	0	0
ZNF512:ENSG00000243943	406	384	389	444	682	554	468	924
AC078918.1:ENSG00000243945	0	0	0	0	0	0	0	0
RN7SL308P:ENSG00000243951	0	0	0	0	0	0	0	0
RN7SL743P:ENSG00000243954	0	0	0	0	0	0	0	0
GSTA1:ENSG00000243955	0	0	0	0	0	0	0	1
RN7SL647P:ENSG00000243957	0	0	0	0	0	0	0	0
RN7SL684P:ENSG00000243959	0	0	0	0	0	0	0	0
RPL23AP65:ENSG00000243964	8	1	4	5	7	1	4	9
NBPF5P:ENSG00000243967	0	0	0	0	0	0	0	0
RN7SL402P:ENSG00000243968	0	0	0	0	0	0	0	0
PPIEL:ENSG00000243970	0	0	0	0	0	1	1	0
VTI1BP1:ENSG00000243974	0	0	0	1	0	0	0	0
RN7SL523P:ENSG00000243976	0	0	0	0	1	0	0	0
H3P13:ENSG00000243977	0	0	0	0	0	0	0	0
RTL9:ENSG00000243978	0	1	0	0	0	0	0	0
AC087752.1:ENSG00000243979	0	0	0	0	0	0	0	0
RN7SL702P:ENSG00000243980	0	0	0	0	0	0	0	0
AC064862.6:ENSG00000243981	0	0	0	0	0	0	0	0
ENO1P3:ENSG00000243986	0	0	0	0	0	0	0	1
RPS24P17:ENSG00000243988	0	0	0	0	0	0	0	0
ACY1:ENSG00000243989	338	337	227	307	370	290	342	623
RN7SL447P:ENSG00000243991	0	0	0	0	0	0	0	0
AL035660.2:ENSG00000243995	0	0	0	0	0	0	0	0
AC006366.1:ENSG00000244000	0	0	0	0	0	0	0	0
RPSAP39:ENSG00000244002	4	3	2	6	4	6	1	5
RN7SL143P:ENSG00000244003	0	0	0	0	0	0	0	0
RPS3AP19:ENSG00000244004	0	0	0	0	0	0	0	0
NFS1:ENSG00000244005	329	297	260	358	335	275	279	509
RN7SL799P:ENSG00000244006	0	0	0	0	0	0	0	0
B3GAT3P1:ENSG00000244009	0	0	0	0	1	0	1	0
RPL35P6:ENSG00000244018	0	1	0	0	2	0	0	0
RPS2P24:ENSG00000244019	0	0	0	0	0	0	0	0
MT1HL1:ENSG00000244020	0	0	0	0	0	0	0	0
AC093591.1:ENSG00000244021	0	0	0	1	0	3	1	2
LARP7P4:ENSG00000244024	0	0	0	0	0	0	0	0
KRTAP19-3:ENSG00000244025	0	0	0	0	0	0	0	0
FAM86DP:ENSG00000244026	221	256	146	194	235	223	181	315
RPS3AP17:ENSG00000244031	0	0	0	0	0	0	0	0
RN7SL228P:ENSG00000244033	0	0	0	0	0	0	0	0
RN7SL424P:ENSG00000244034	0	0	0	0	0	0	0	0
DDOST:ENSG00000244038	2645	2840	1923	2680	2952	2653	2131	3837
AC008040.3:ENSG00000244039	0	0	0	0	0	0	0	0
RPS27P27:ENSG00000244043	0	0	0	0	0	0	0	0
RN7SL735P:ENSG00000244044	0	0	0	0	0	0	0	0
TMEM199:ENSG00000244045	578	570	542	640	886	755	828	1462
RPS18P6:ENSG00000244048	0	0	0	0	0	0	0	0
DEFB109F:ENSG00000244050	0	0	0	0	0	0	0	0
RPL5P24:ENSG00000244052	0	0	0	0	0	1	0	2
RPL13AP2:ENSG00000244053	0	0	0	0	0	0	0	0
RN7SL417P:ENSG00000244056	0	0	0	0	0	0	0	0
LCE3C:ENSG00000244057	0	0	0	0	0	0	0	0
RPS2P41:ENSG00000244060	0	0	1	0	0	0	0	0
AC093278.1:ENSG00000244061	0	0	0	0	0	0	0	0
AC080128.1:ENSG00000244062	0	0	0	0	0	0	0	0
MARK2P17:ENSG00000244065	0	0	0	0	0	0	0	0
RN7SL148P:ENSG00000244066	0	0	0	0	0	0	0	0
GSTA2:ENSG00000244067	0	0	0	0	0	0	0	0
RPL9P33:ENSG00000244071	0	0	0	0	0	0	0	0
RPS4XP6:ENSG00000244073	0	0	2	1	0	0	0	1
AC026410.2:ENSG00000244076	0	0	0	0	0	0	0	0
RN7SL833P:ENSG00000244080	0	0	0	0	0	0	0	0
AL591379.2:ENSG00000244081	0	0	0	0	0	0	0	0
AC021205.2:ENSG00000244083	0	0	0	0	0	0	0	0
AC110749.1:ENSG00000244086	0	0	0	0	0	0	0	0
RPL23AP44:ENSG00000244088	0	0	0	0	0	0	0	0
HMGB1P30:ENSG00000244089	0	0	0	0	0	0	0	0
RN7SL483P:ENSG00000244091	0	0	0	0	0	0	0	0
SPRR2F:ENSG00000244094	0	0	0	0	0	0	0	0
RPS4XP17:ENSG00000244097	14	7	8	7	21	19	18	19
RPS23P3:ENSG00000244099	0	0	0	0	0	0	0	0
HMGN1P10:ENSG00000244101	0	0	0	0	0	0	0	0
RN7SL659P:ENSG00000244104	0	0	0	0	0	0	0	0
RN7SL250P:ENSG00000244107	0	0	0	0	0	0	0	0
RN7SL508P:ENSG00000244112	0	0	0	0	0	0	0	0
AC079193.1:ENSG00000244113	0	0	0	0	0	0	0	0
DNAJC25-GNG10:ENSG00000244115	113	121	97	131	167	130	122	306
IGKV2-28:ENSG00000244116	0	0	0	0	0	0	0	0
PDCL3P4:ENSG00000244119	5	7	6	6	12	9	2	12
UGT1A7:ENSG00000244122	0	0	0	0	0	0	0	0
UBE2Q2P9:ENSG00000244130	0	0	0	0	0	0	0	0
RPSAP51:ENSG00000244131	0	0	0	0	0	0	0	0
RPS12P20:ENSG00000244134	0	0	0	0	0	0	0	0
RN7SL397P:ENSG00000244139	1	0	0	1	0	0	0	0
ATP6V0CP2:ENSG00000244142	0	0	0	0	0	0	0	0
AC128688.1:ENSG00000244144	1	4	1	0	0	0	1	3
AC106872.3:ENSG00000244146	0	0	0	0	0	0	0	0
WWP1P1:ENSG00000244153	1	3	1	2	3	1	0	0
CYP4F34P:ENSG00000244155	0	0	0	0	0	0	0	0
EIF4E2P2:ENSG00000244157	0	0	0	0	0	0	0	0
RPS27AP13:ENSG00000244159	1	0	0	0	0	0	0	0
P2RY11:ENSG00000244165	253	302	178	233	395	377	351	862
AC005532.2:ENSG00000244167	0	0	0	0	1	0	0	0
RN7SL120P:ENSG00000244169	0	0	0	0	0	0	0	0
PBX2P1:ENSG00000244171	3	2	4	1	3	1	2	2
AP003733.1:ENSG00000244176	0	0	0	0	0	0	0	0
PPIAP71:ENSG00000244183	0	0	0	0	0	0	0	0
TMEM141:ENSG00000244187	252	212	184	221	222	178	218	348
AC113367.1:ENSG00000244192	0	0	0	0	0	0	0	0
AC008040.4:ENSG00000244193	0	0	0	0	0	0	0	0
RN7SL218P:ENSG00000244194	0	0	0	0	0	0	0	0
PPIAP15:ENSG00000244196	0	0	0	0	0	0	0	0
RN7SL766P:ENSG00000244197	0	0	0	0	0	0	0	0
EIF4EP3:ENSG00000244199	0	0	0	0	0	0	0	0
ZFAND6P1:ENSG00000244213	0	0	0	0	0	0	0	0
RPS4XP10:ENSG00000244217	0	0	0	0	0	0	0	0
RN7SL81P:ENSG00000244218	2	1	0	3	1	0	2	1
TMEM225B:ENSG00000244219	0	13	15	14	18	9	11	24
OR7E121P:ENSG00000244222	0	0	0	0	0	0	0	0
ILF2P1:ENSG00000244226	0	0	0	0	0	0	0	0
LRRC77P:ENSG00000244227	0	0	0	0	0	0	0	0
RPL26P35:ENSG00000244229	0	0	0	0	0	0	0	0
RN7SL151P:ENSG00000244230	0	0	0	0	0	0	0	0
RN7SL698P:ENSG00000244232	0	0	0	1	1	0	0	1
GMCL2:ENSG00000244234	0	0	1	0	0	0	0	0
AC103724.1:ENSG00000244235	0	0	0	0	0	0	0	0
RN7SL604P:ENSG00000244236	0	0	0	0	0	0	0	0
AL133445.1:ENSG00000244237	0	0	0	0	0	0	0	0
IFITM10:ENSG00000244242	119	87	115	144	217	256	199	306
RPS3AP42:ENSG00000244244	0	0	0	0	0	0	0	0
AC133134.1:ENSG00000244245	0	2	2	1	0	1	1	4
ZNF736P8Y:ENSG00000244246	0	0	0	0	0	0	0	0
AC063955.1:ENSG00000244249	0	0	0	0	0	0	0	0
AC013356.1:ENSG00000244251	0	0	0	0	0	0	0	0
RPS29P24:ENSG00000244253	0	0	0	0	0	0	0	0
AL645922.1:ENSG00000244255	0	0	0	0	0	0	0	0
RN7SL130P:ENSG00000244256	3	3	2	2	1	0	4	7
PKD1P1:ENSG00000244257	547	617	468	727	858	667	905	1280
AP000797.2:ENSG00000244259	0	0	0	0	0	0	0	0
RN7SL597P:ENSG00000244264	0	0	0	0	0	0	0	0
AC090058.1:ENSG00000244266	0	0	0	0	0	0	0	0
RPL34P22:ENSG00000244267	0	0	0	0	0	0	0	0
RPL32P29:ENSG00000244270	7	6	0	3	6	3	2	5
PGBD4P1:ENSG00000244273	0	0	0	0	0	0	0	0
DBNDD2:ENSG00000244274	35	31	39	48	57	34	52	80
ECEL1P2:ENSG00000244280	0	0	0	1	0	0	0	0
AC107302.1:ENSG00000244281	0	0	0	0	1	0	0	0
RPL23AP73:ENSG00000244283	0	0	0	0	0	0	0	0
RPS3AP35:ENSG00000244289	0	0	0	0	0	0	0	0
OR9N1P:ENSG00000244292	0	0	0	0	0	0	0	0
RN7SL740P:ENSG00000244294	0	0	0	0	0	0	0	0
RPS20P21:ENSG00000244295	0	0	0	0	0	0	0	0
RN7SL168P:ENSG00000244296	0	0	0	0	0	0	0	0
RN7SL465P:ENSG00000244297	0	0	0	0	0	0	0	0
AOX3P:ENSG00000244301	1	0	0	0	0	0	0	1
AL589743.1:ENSG00000244306	1364	1335	1329	1516	2068	1728	1889	3354
RN7SL395P:ENSG00000244307	0	0	0	0	0	0	0	0
RN7SL762P:ENSG00000244308	0	0	0	0	0	0	0	0
AC024293.1:ENSG00000244313	172	196	182	206	207	165	194	356
RN7SL36P:ENSG00000244314	0	0	0	0	0	0	0	0
RN7SL252P:ENSG00000244318	0	0	0	0	0	0	0	0
RN7SL814P:ENSG00000244326	0	0	0	0	0	0	0	0
RN7SL845P:ENSG00000244328	0	0	0	0	0	0	0	0
UBA52P9:ENSG00000244329	0	0	0	0	0	0	0	0
AC008677.2:ENSG00000244331	0	0	0	0	0	0	0	0
RN7SL687P:ENSG00000244335	0	0	0	0	0	0	0	0
AC092953.1:ENSG00000244346	0	0	0	0	0	0	0	0
LY6G6D:ENSG00000244355	1	0	0	0	0	0	0	0
RN7SL398P:ENSG00000244356	0	0	0	0	0	0	0	0
RN7SL145P:ENSG00000244357	0	2	0	0	1	0	0	1
RPL30P7:ENSG00000244361	0	0	0	0	0	0	0	0
KRTAP19-7:ENSG00000244362	0	0	0	0	0	0	0	0
RPL7P23:ENSG00000244363	6	7	3	10	8	6	5	14
PFN1P8:ENSG00000244371	0	0	0	0	0	0	0	0
RN7SL423P:ENSG00000244372	0	0	0	0	0	0	0	0
RN7SL636P:ENSG00000244376	0	0	0	0	0	0	0	0
RPS2P45:ENSG00000244378	0	0	0	0	0	1	0	1
AC007849.2:ENSG00000244381	0	0	0	0	1	0	0	0
RN7SL359P:ENSG00000244384	0	0	0	0	0	0	0	0
RN7SL242P:ENSG00000244389	0	0	0	0	1	0	0	0
RPS6P22:ENSG00000244390	0	0	0	0	0	0	0	0
RN7SL330P:ENSG00000244391	0	0	0	0	0	0	0	0
RN7SL869P:ENSG00000244392	0	0	0	0	0	0	0	0
RBMY1D:ENSG00000244395	0	0	0	0	0	0	0	0
AC116533.1:ENSG00000244398	550	523	459	459	526	555	538	978
RN7SL251P:ENSG00000244399	0	0	0	0	0	0	0	0
RPS4XP12:ENSG00000244400	0	0	0	0	0	0	0	0
RN7SL314P:ENSG00000244402	0	0	0	0	0	0	0	0
RN7SL216P:ENSG00000244404	0	0	0	0	0	0	0	0
ETV5:ENSG00000244405	543	674	1094	1462	1902	1642	1612	2691
KRTAP5-7:ENSG00000244411	1	1	0	0	1	0	0	0
RPL23AP56:ENSG00000244413	0	0	0	0	0	0	0	0
CFHR1:ENSG00000244414	0	0	0	0	0	0	0	1
RPL38P3:ENSG00000244422	0	0	0	0	0	0	0	0
RN7SL268P:ENSG00000244425	0	0	0	0	0	0	0	0
RPS3AP31:ENSG00000244427	0	0	0	0	0	0	0	0
AC104629.1:ENSG00000244429	0	0	0	0	0	0	0	0
RPL39P28:ENSG00000244432	0	0	0	0	0	0	0	0
AC023050.1:ENSG00000244436	0	0	0	0	0	0	0	0
IGKV3-15:ENSG00000244437	0	0	0	0	0	0	0	0
AC126182.2:ENSG00000244441	0	0	0	0	0	0	0	0
RPL34P21:ENSG00000244451	0	0	0	0	0	0	0	0
SPECC1P2:ENSG00000244456	0	0	0	0	0	0	0	0
ENO1P1:ENSG00000244457	7	6	10	5	12	16	5	28
RBM12:ENSG00000244462	2479	2429	3095	3814	4906	4109	3705	6544
AC105918.1:ENSG00000244470	0	0	0	0	0	0	0	0
AL137058.1:ENSG00000244471	0	0	0	0	0	0	0	0
UGT1A4:ENSG00000244474	0	0	0	0	0	0	0	0
ERVFRD-1:ENSG00000244476	0	0	0	0	0	0	0	0
AC005154.2:ENSG00000244480	1	2	0	0	0	1	5	1
LILRA6:ENSG00000244482	0	0	0	1	0	0	0	1
RPL18P13:ENSG00000244485	0	0	0	0	0	0	0	0
SCARF2:ENSG00000244486	6	6	1	4	3	1	5	9
RWDD4P1:ENSG00000244490	0	0	0	2	0	0	0	0
RN7SL623P:ENSG00000244501	0	0	0	0	0	0	0	0
AC108751.5:ENSG00000244503	0	0	0	0	0	0	0	0
APOBEC3C:ENSG00000244509	139	130	102	126	112	84	67	136
AC008267.6:ENSG00000244510	0	0	0	0	0	0	0	0
RN7SL28P:ENSG00000244512	0	0	0	0	0	0	0	0
RN7SL125P:ENSG00000244514	0	0	0	0	0	0	0	0
KRT18P34:ENSG00000244515	2	0	2	1	1	1	2	2
RN7SL700P:ENSG00000244521	0	0	0	0	0	0	0	0
AC022795.1:ENSG00000244527	0	0	0	0	0	0	0	0
SEPTIN14P2:ENSG00000244528	0	0	0	0	1	1	0	4
RN7SL380P:ENSG00000244532	0	0	0	0	0	0	0	0
RN7SL211P:ENSG00000244534	0	0	0	0	0	0	0	0
AL049714.1:ENSG00000244535	0	0	0	0	0	0	0	0
KRTAP4-2:ENSG00000244537	0	0	0	0	0	0	0	0
AC098583.1:ENSG00000244538	0	0	0	0	0	0	0	0
AC087884.2:ENSG00000244540	0	0	0	0	0	0	0	0
RN7SL446P:ENSG00000244544	0	0	0	0	0	0	0	0
RPL34P29:ENSG00000244551	0	0	0	0	0	0	0	0
ODCP:ENSG00000244556	0	0	0	0	0	0	0	0
AC091179.2:ENSG00000244559	0	0	0	0	0	0	0	0
AC004890.2:ENSG00000244560	28	28	15	9	26	21	24	54
AC092905.1:ENSG00000244561	0	0	0	0	0	0	0	0
RPS26P19:ENSG00000244563	6	11	6	12	3	0	0	24
AC073901.1:ENSG00000244565	0	0	0	0	0	0	0	0
RN7SL654P:ENSG00000244568	0	0	0	0	0	0	0	0
RPS6P4:ENSG00000244571	0	0	0	0	0	0	0	0
RPL30P11:ENSG00000244573	0	0	0	0	0	0	0	0
IGKV1-27:ENSG00000244575	0	0	0	0	0	0	0	0
RPL21P120:ENSG00000244582	0	1	1	0	0	0	0	0
RPL12P33:ENSG00000244585	0	0	0	0	0	0	0	0
RAD21L1:ENSG00000244588	0	0	0	0	0	0	0	0
AC025062.1:ENSG00000244593	0	0	0	0	0	0	0	0
AC025518.1:ENSG00000244604	0	0	0	0	0	0	0	0
CCDC13:ENSG00000244607	0	1	1	0	0	1	0	1
RN7SL756P:ENSG00000244610	0	0	0	0	0	0	0	0
PSPC1P2:ENSG00000244615	0	0	0	0	0	0	0	0
ASPRV1:ENSG00000244617	2	3	3	0	3	3	3	7
RN7SL334P:ENSG00000244618	0	0	0	0	0	0	0	0
RPS17P11:ENSG00000244621	0	0	0	0	0	0	0	0
OR2AE1:ENSG00000244623	0	2	2	0	0	1	4	3
KRTAP20-1:ENSG00000244624	0	0	0	0	0	0	0	0
TPTEP2:ENSG00000244627	11	14	13	12	25	19	11	29
AC022493.1:ENSG00000244630	0	0	0	0	0	0	0	0
RN7SL863P:ENSG00000244632	0	0	0	0	0	0	0	0
AC096922.1:ENSG00000244640	0	0	0	0	0	0	0	0
RPS26P43:ENSG00000244641	0	0	0	0	0	0	0	0
RN7SL396P:ENSG00000244642	0	0	0	0	0	0	0	0
XKRY2:ENSG00000244646	0	0	0	0	0	0	0	0
AC079382.1:ENSG00000244652	0	0	0	0	0	0	0	0
UBFD1P1:ENSG00000244653	0	0	0	0	0	0	0	0
AC008267.7:ENSG00000244657	0	0	0	0	0	0	0	0
TRBV12-1:ENSG00000244661	0	0	0	0	0	0	0	0
AC087312.1:ENSG00000244662	0	0	0	0	0	0	0	0
SNRPCP3:ENSG00000244668	0	0	0	0	0	0	0	0
AC104689.1:ENSG00000244669	0	0	0	0	0	0	0	0
RN7SL280P:ENSG00000244671	0	0	0	0	0	0	0	0
RPS3AP15:ENSG00000244674	0	0	0	0	0	0	0	0
RN7SL706P:ENSG00000244677	0	0	0	0	0	0	0	0
MTHFD2P1:ENSG00000244681	0	0	0	0	0	0	0	0
FCGR2C:ENSG00000244682	0	0	0	0	1	0	0	0
UBE2V1:ENSG00000244687	1516	1599	1360	1779	1919	1647	1975	3092
RPL10AP1:ENSG00000244691	0	0	0	0	0	0	0	0
RN7SL724P:ENSG00000244692	0	0	0	0	0	0	0	0
CTAGE8:ENSG00000244693	0	0	16	0	6	6	6	6
PTCHD4:ENSG00000244694	0	0	0	0	0	0	0	0
AC139453.2:ENSG00000244699	0	0	0	0	0	0	0	0
CD46P1:ENSG00000244703	0	0	0	0	0	0	0	0
AC020658.1:ENSG00000244705	0	0	1	1	0	0	1	0
RPL23P10:ENSG00000244708	0	0	0	0	0	0	0	0
RN7SL47P:ENSG00000244710	0	0	0	0	0	0	0	0
AC084754.1:ENSG00000244712	0	0	0	0	0	0	0	0
BX679664.3:ENSG00000244716	21	19	22	19	31	22	16	39
RPS27P14:ENSG00000244717	0	0	0	0	0	0	0	0
NT5C3AP2:ENSG00000244720	0	0	0	0	0	0	0	0
RPSAP29:ENSG00000244722	0	0	0	0	0	0	0	0
ASLP1:ENSG00000244723	0	0	1	0	0	0	0	0
AC139451.1:ENSG00000244730	0	0	0	0	0	0	0	0
C4A:ENSG00000244731	112	113	69	105	223	168	134	277
RN7SL870P:ENSG00000244732	0	0	0	0	0	0	0	0
HBB:ENSG00000244734	0	0	0	0	0	0	0	0
AC092991.1:ENSG00000244740	0	0	0	0	0	0	0	0
AC087588.1:ENSG00000244743	0	0	0	0	0	0	0	0
RN7SL153P:ENSG00000244748	1	0	0	0	1	0	0	0
CRYBB2:ENSG00000244752	6	11	8	8	11	14	13	28
RPL15P21:ENSG00000244753	0	0	0	0	0	0	0	0
N4BP2L2:ENSG00000244754	802	806	552	653	1064	912	638	1190
AL049874.2:ENSG00000244756	0	0	0	0	0	0	0	0
MTCYBP18:ENSG00000244921	321	371	267	388	506	422	341	578
AL449212.1:ENSG00000244932	0	0	0	0	0	0	0	0
EEF1A1P4:ENSG00000245205	2	2	0	0	0	0	2	1
ZNF585B:ENSG00000245680	91	104	80	96	128	90	90	142
CEBPA:ENSG00000245848	85	91	91	147	97	92	96	168
AC093752.1:ENSG00000245958	52	56	40	50	44	38	62	95
NUDT16P1:ENSG00000246082	75	73	41	64	96	78	62	98
SUPT4H1P2:ENSG00000246115	0	0	0	0	0	0	0	0
AL353807.3:ENSG00000246203	0	0	0	0	4	1	0	4
AC093162.3:ENSG00000246575	0	0	0	0	0	0	0	0
AC139795.1:ENSG00000246596	6	5	0	1	7	2	2	7
H2AJ:ENSG00000246705	3164	2864	2633	3380	4406	3880	3704	6899
UBAP1L:ENSG00000246922	83	91	66	93	154	112	91	206
PGAM5:ENSG00000247077	706	792	530	634	783	646	816	1408
ZCCHC3:ENSG00000247315	705	654	634	829	1077	919	923	1582
SDCBPP2:ENSG00000247570	2	2	5	4	3	0	4	1
SPTY2D1OS:ENSG00000247595	1	2	2	1	4	3	3	1
TWF2:ENSG00000247596	168	184	119	163	131	112	96	151
MARS2:ENSG00000247626	156	179	147	194	324	247	165	312
MTND4P12:ENSG00000247627	28785	31520	18113	25145	33918	30733	23393	40303
USP51:ENSG00000247746	17	13	7	5	13	5	6	14
AC106800.1:ENSG00000247763	0	0	1	0	0	0	0	0
SPCS2P3:ENSG00000247872	0	0	0	0	0	0	0	0
HMGN1P12:ENSG00000247911	0	0	0	0	0	0	0	0
BCKDHA:ENSG00000248098	120	61	64	120	146	59	134	121
INSL3:ENSG00000248099	3	5	2	3	4	6	2	8
TARS2P1:ENSG00000248104	0	0	0	0	0	0	0	0
AC008885.1:ENSG00000248105	0	0	0	0	0	0	0	0
AC116353.3:ENSG00000248106	0	0	0	0	0	0	0	0
MARCOL:ENSG00000248109	0	0	0	0	0	0	0	0
AC067942.2:ENSG00000248113	3	0	3	1	4	1	1	3
AC114812.3:ENSG00000248114	0	0	0	0	0	0	0	0
MICOS10P4:ENSG00000248117	0	0	0	0	0	0	0	0
AC114967.1:ENSG00000248120	0	0	0	0	0	0	0	0
SMURF2P1:ENSG00000248121	2	2	0	0	0	0	0	0
APOOP4:ENSG00000248122	0	0	0	0	0	0	0	0
RRN3P1:ENSG00000248124	69	76	62	80	115	116	112	176
AC091849.1:ENSG00000248126	0	0	0	0	0	0	0	0
AC114801.1:ENSG00000248128	0	0	0	0	0	0	0	0
MTND4LP22:ENSG00000248133	0	0	0	0	0	0	0	0
AC079395.1:ENSG00000248134	0	0	0	0	0	0	0	0
MTND6P8:ENSG00000248136	0	0	0	0	0	0	0	0
CUL4AP1:ENSG00000248139	0	0	0	0	0	0	0	0
ADH1C:ENSG00000248144	40	49	41	71	59	39	31	78
CR545473.1:ENSG00000248155	0	0	0	0	0	0	0	0
BTG4P1:ENSG00000248156	0	0	0	0	0	0	0	0
HSPA8P11:ENSG00000248159	0	0	0	1	1	2	1	0
AC233724.1:ENSG00000248160	0	0	0	0	0	0	0	0
CHORDC1P3:ENSG00000248162	0	0	0	0	0	0	0	0
TRIM39-RPP21:ENSG00000248167	4	0	0	0	0	0	0	0
AC117522.1:ENSG00000248170	0	0	0	0	0	0	0	0
GAPDHP60:ENSG00000248180	1	0	1	0	9	5	3	4
AC025445.1:ENSG00000248185	0	0	0	0	0	0	0	0
AC005798.1:ENSG00000248188	0	0	0	0	0	0	0	0
PES1P1:ENSG00000248191	0	0	0	0	0	0	0	0
AC092658.1:ENSG00000248196	2	3	3	1	9	3	3	13
AC093770.1:ENSG00000248200	0	0	0	0	0	0	0	0
H3P17:ENSG00000248205	0	0	0	0	0	0	0	0
WDR45P1:ENSG00000248208	0	0	0	0	2	0	1	0
AC097462.1:ENSG00000248209	0	0	0	0	0	0	0	0
CICP16:ENSG00000248213	0	0	0	0	0	0	0	0
KCTD9P5:ENSG00000248216	0	0	0	0	0	0	0	0
AC106872.4:ENSG00000248229	0	0	0	0	1	0	0	0
KRT8P4:ENSG00000248231	0	0	0	0	0	0	0	0
AC091839.1:ENSG00000248234	0	0	0	0	0	0	0	0
AC037459.1:ENSG00000248235	0	0	0	0	0	2	6	2
AC008837.1:ENSG00000248236	0	0	0	0	0	0	0	0
AC105420.1:ENSG00000248237	0	0	0	0	0	0	0	0
AC110794.1:ENSG00000248249	0	0	0	0	0	0	0	0
PSG10P:ENSG00000248257	0	0	0	0	0	0	0	0
MTND4LP31:ENSG00000248259	0	0	0	0	0	0	0	0
PGAM1P1:ENSG00000248271	0	0	0	0	0	0	0	0
