	A549Swt0h1_h0	A549Swt0h2_h0	A549S3wt3hHGF1_h3	A549S3wt3hHGF2_h3	A549S6wt6hHGF1_h6	A549S6wt6hHGF2_h6	A549S12wt12hHGF1_h12	A549S12wt12hHGF2_h12
AL137783.1:ENSG00000279960	0	0	0	0	0	0	0	0
OR5R1:ENSG00000279961	0	0	0	0	0	0	0	0
AP001525.1:ENSG00000279962	0	0	0	0	0	0	1	0
AC009949.1:ENSG00000279964	0	0	0	0	0	0	0	0
AL390755.2:ENSG00000279965	1	2	3	1	1	1	0	3
AC008626.2:ENSG00000279966	0	0	0	0	0	0	0	0
FP671120.6:ENSG00000279967	0	0	0	0	0	1	0	0
AC023024.2:ENSG00000279970	6	4	12	7	17	14	8	8
AC020910.7:ENSG00000279971	0	0	0	0	0	0	0	0
AL356596.1:ENSG00000279972	0	0	0	0	0	0	0	0
AC073862.4:ENSG00000279976	0	0	0	0	0	0	0	0
AC008764.10:ENSG00000279977	0	0	1	0	1	1	0	0
AC012629.4:ENSG00000279979	0	0	0	0	0	0	0	0
AC018946.2:ENSG00000279980	0	0	0	1	1	0	0	0
AC018445.4:ENSG00000279981	0	0	0	0	0	0	0	0
AL162274.3:ENSG00000279982	0	0	0	1	0	0	0	0
AC244517.10:ENSG00000279983	0	0	0	0	0	0	0	0
AC008498.2:ENSG00000279985	0	0	0	0	0	0	0	0
AC011815.3:ENSG00000279989	0	0	0	0	0	0	0	0
RPSAP68:ENSG00000279990	0	0	0	0	0	0	0	0
AC009044.1:ENSG00000279991	0	0	0	0	0	0	0	0
AC078925.3:ENSG00000279993	0	0	0	0	0	0	0	0
AC017037.4:ENSG00000279994	0	0	0	0	0	0	0	0
AC139792.3:ENSG00000279995	0	0	0	0	0	0	0	0
AC004491.1:ENSG00000279996	0	0	0	0	0	0	0	0
AC133485.6:ENSG00000279997	0	0	0	0	0	0	0	0
AC009135.2:ENSG00000280000	0	0	0	0	0	0	0	0
AC078925.4:ENSG00000280002	13	8	6	1	5	2	13	5
AC097637.2:ENSG00000280003	0	0	0	0	0	0	0	0
AC005086.4:ENSG00000280004	0	0	0	0	0	0	0	0
AC020923.1:ENSG00000280009	0	0	0	0	0	0	0	0
AP001350.2:ENSG00000280010	8	3	10	13	8	15	13	13
RPL23AP61:ENSG00000280012	0	0	0	0	0	0	0	0
CU639417.3:ENSG00000280013	0	0	0	1	0	0	1	0
AC243960.7:ENSG00000280014	0	0	0	0	0	0	0	0
AC024023.1:ENSG00000280015	0	0	0	0	0	0	0	0
AC091905.4:ENSG00000280016	0	0	0	0	0	0	0	0
AC112200.2:ENSG00000280017	0	0	0	0	0	0	0	0
CU633906.6:ENSG00000280019	0	0	0	0	0	0	0	0
AC116407.3:ENSG00000280020	0	0	0	0	0	0	0	0
OR51F1:ENSG00000280021	0	0	0	0	0	0	0	0
AC126544.1:ENSG00000280022	0	0	0	1	0	0	0	0
AD000813.1:ENSG00000280023	1	4	4	5	0	0	4	1
AC048347.1:ENSG00000280024	0	0	0	0	0	0	0	0
AC007342.9:ENSG00000280027	0	1	1	2	0	1	3	0
AC007431.3:ENSG00000280028	0	0	0	0	0	0	0	0
AP002800.1:ENSG00000280032	0	0	0	0	0	0	0	0
AC116407.4:ENSG00000280033	2	2	5	1	5	1	5	3
AC011676.5:ENSG00000280035	6	4	9	6	5	13	9	3
AC092653.2:ENSG00000280037	0	2	0	0	1	0	0	1
DNM1P41:ENSG00000280038	1	0	0	1	0	0	3	0
RN7SKP23:ENSG00000280039	0	0	0	0	0	0	0	0
AC095031.1:ENSG00000280040	0	1	0	0	0	0	0	0
AC022336.4:ENSG00000280042	2	0	3	2	3	6	5	4
AC118282.4:ENSG00000280043	0	0	0	0	1	0	0	0
AC099506.2:ENSG00000280044	0	0	0	0	0	0	0	0
AC104581.4:ENSG00000280046	25	60	77	55	80	56	71	53
AC091825.3:ENSG00000280047	23	29	28	23	26	20	35	34
AC012409.5:ENSG00000280048	0	0	0	0	0	0	0	0
AC079597.1:ENSG00000280049	0	0	0	0	0	0	0	0
AC079456.1:ENSG00000280051	0	0	0	0	0	0	0	0
AC011199.1:ENSG00000280053	3	0	3	2	1	2	2	7
AC004241.5:ENSG00000280054	2	0	2	1	1	1	3	1
TMEM75:ENSG00000280055	0	0	0	0	1	0	0	0
AC097520.1:ENSG00000280056	0	0	0	0	0	0	0	0
AL022069.2:ENSG00000280057	0	0	0	0	0	0	0	0
AL117378.2:ENSG00000280058	0	0	0	0	0	0	0	0
AC093831.2:ENSG00000280059	0	0	0	0	0	0	0	0
AL512506.2:ENSG00000280060	0	0	0	0	0	0	0	0
AC011504.1:ENSG00000280061	0	0	0	0	0	0	0	0
AL031719.1:ENSG00000280062	0	0	0	2	1	3	2	1
AC012676.5:ENSG00000280063	22	32	26	17	32	33	70	31
AC130304.1:ENSG00000280064	1	0	1	0	0	0	1	0
AC023818.1:ENSG00000280067	2	1	2	1	4	5	6	2
AC138965.3:ENSG00000280068	0	0	0	0	0	0	0	0
AC127024.8:ENSG00000280069	3	4	3	4	2	0	4	0
AL049833.3:ENSG00000280070	0	0	1	0	0	1	0	0
GATD3B:ENSG00000280071	421	351	406	296	371	295	326	284
AL157996.1:ENSG00000280073	0	1	0	0	0	0	0	0
AL353763.2:ENSG00000280077	46	60	22	41	59	48	77	49
AC016526.3:ENSG00000280078	0	2	3	0	2	4	1	3
AC011447.7:ENSG00000280079	0	0	0	0	0	0	0	0
LINC01667:ENSG00000280081	0	0	0	0	0	0	0	0
AF246928.1:ENSG00000280082	0	0	0	0	0	0	0	0
AC079777.1:ENSG00000280083	0	1	0	0	1	0	0	0
AP001002.3:ENSG00000280085	0	0	0	0	0	0	0	0
AC026887.1:ENSG00000280086	0	0	0	0	0	0	0	0
AC011481.3:ENSG00000280087	0	1	0	1	1	0	0	1
AC126474.2:ENSG00000280088	38	44	49	45	73	62	88	60
AP000590.2:ENSG00000280089	0	0	0	0	0	0	0	0
OR8B4:ENSG00000280090	0	0	0	0	0	0	0	0
AC020895.2:ENSG00000280091	0	0	0	0	0	0	0	0
AC002044.3:ENSG00000280092	0	0	0	0	0	0	0	0
AP002791.1:ENSG00000280093	0	0	0	0	0	0	0	0
OR1B1:ENSG00000280094	0	0	0	0	0	0	0	0
AC015967.2:ENSG00000280096	0	0	0	0	0	0	0	0
AC073592.8:ENSG00000280097	0	0	0	0	0	0	0	0
AC011155.1:ENSG00000280098	0	0	0	0	0	0	0	0
AL603750.1:ENSG00000280099	9	17	13	20	17	19	26	24
AC007792.1:ENSG00000280103	0	0	0	0	0	0	0	0
AC010608.3:ENSG00000280104	0	0	0	0	1	0	0	0
AC009487.3:ENSG00000280105	0	0	0	0	0	1	0	0
AC008555.7:ENSG00000280106	0	0	0	0	0	0	0	0
AL022393.1:ENSG00000280107	2	2	1	2	5	4	3	1
AC087893.4:ENSG00000280110	0	0	0	0	0	0	0	0
AL357140.3:ENSG00000280113	0	0	0	0	0	0	0	0
AL021920.2:ENSG00000280114	1	0	0	0	0	0	0	0
AC136603.1:ENSG00000280115	0	0	0	0	0	0	0	0
AC231657.2:ENSG00000280116	0	0	0	0	0	0	0	0
AC122688.4:ENSG00000280117	0	0	0	0	0	0	0	0
AC093642.2:ENSG00000280119	0	1	0	0	0	1	0	0
AC073857.1:ENSG00000280120	17	21	4	10	7	10	28	11
AC010335.3:ENSG00000280121	0	0	0	0	0	0	2	1
AC016168.4:ENSG00000280122	0	0	0	0	0	0	0	0
AP003485.2:ENSG00000280124	0	0	0	0	0	0	0	0
AC005252.2:ENSG00000280125	0	0	0	0	0	0	0	0
AC069542.2:ENSG00000280126	0	0	0	0	0	0	0	0
AL662795.2:ENSG00000280128	41	59	87	79	82	115	122	70
AL132780.5:ENSG00000280129	2	2	0	1	3	2	3	0
AC027348.2:ENSG00000280131	0	0	0	0	0	0	0	0
AC026471.6:ENSG00000280132	6	5	1	1	1	1	3	0
AL731532.2:ENSG00000280134	0	0	0	0	0	0	0	0
AL096816.1:ENSG00000280135	0	0	0	0	0	0	0	0
AC116348.6:ENSG00000280137	0	0	0	0	0	0	2	0
AC027290.3:ENSG00000280138	105	122	190	147	167	173	228	103
AC010297.1:ENSG00000280139	0	0	0	0	0	0	0	0
AC098679.3:ENSG00000280140	0	0	0	0	0	0	0	0
AL357562.1:ENSG00000280142	0	0	0	0	0	0	0	0
AP000892.4:ENSG00000280143	3	3	6	6	8	10	6	5
AC073308.1:ENSG00000280144	0	0	0	0	0	0	0	0
AC084026.3:ENSG00000280147	0	0	0	0	0	0	0	0
AL049844.3:ENSG00000280148	0	0	0	0	0	0	0	0
AC004877.2:ENSG00000280149	1	2	3	4	6	2	5	3
AC148477.9:ENSG00000280150	0	0	0	0	0	0	0	0
AC009078.3:ENSG00000280152	43	38	73	29	73	53	79	51
AC133065.3:ENSG00000280153	0	0	0	0	0	0	0	0
AC073255.1:ENSG00000280154	0	0	0	0	0	0	0	0
AL021408.2:ENSG00000280155	0	0	0	0	0	0	0	0
AL359510.2:ENSG00000280157	1	2	0	2	1	2	5	1
AC016583.1:ENSG00000280159	0	0	0	0	0	0	0	0
AC135050.7:ENSG00000280160	0	0	0	0	1	0	0	0
AC022413.2:ENSG00000280161	10	13	7	4	9	3	8	5
AL136531.3:ENSG00000280162	0	0	0	0	0	1	2	0
AC040160.2:ENSG00000280163	2	1	1	0	1	1	1	1
PCDH20:ENSG00000280165	1	1	0	0	1	0	0	1
AC016542.3:ENSG00000280166	0	0	0	0	0	0	0	0
AP000943.3:ENSG00000280167	0	0	0	0	0	0	0	0
AC005274.1:ENSG00000280168	0	0	0	0	0	0	0	0
AC010329.5:ENSG00000280171	0	0	0	0	0	0	0	0
FP475955.4:ENSG00000280172	1	0	0	0	0	0	0	1
AC104447.1:ENSG00000280173	39	24	38	33	45	37	51	34
AC012486.1:ENSG00000280176	0	0	0	0	0	0	0	0
AC004408.2:ENSG00000280177	0	0	0	0	0	0	0	0
AC023824.6:ENSG00000280180	0	0	0	0	0	0	0	0
AC025262.1:ENSG00000280181	0	0	0	1	0	0	0	0
AC131888.1:ENSG00000280182	0	0	0	0	0	0	0	0
AC067852.4:ENSG00000280183	0	0	0	0	0	0	0	0
AL023806.3:ENSG00000280184	3	6	8	6	7	3	6	8
AC091932.3:ENSG00000280185	0	0	0	0	0	0	0	0
AL359258.3:ENSG00000280186	0	0	0	0	0	2	1	0
AC022107.1:ENSG00000280187	50	64	23	25	28	38	31	27
AC007614.2:ENSG00000280189	0	0	0	0	0	0	0	0
AC027279.4:ENSG00000280190	0	0	0	0	0	0	0	0
AC132219.2:ENSG00000280193	0	0	0	0	0	0	0	0
AD000864.1:ENSG00000280194	0	0	0	0	0	0	0	0
AC055717.3:ENSG00000280196	0	0	0	0	0	0	0	0
C18orf12:ENSG00000280197	0	0	0	0	0	0	0	0
AC087163.3:ENSG00000280198	9	9	11	4	8	7	26	13
AC073862.5:ENSG00000280200	0	0	0	0	0	0	0	0
AP003400.6:ENSG00000280201	0	0	0	0	0	0	0	0
AC005831.1:ENSG00000280202	2	0	0	0	1	0	1	0
OR1S1:ENSG00000280204	0	0	0	0	0	0	0	0
AC009716.2:ENSG00000280205	0	0	0	0	0	0	0	0
GGT4P:ENSG00000280208	8	17	22	17	23	27	17	14
AC106886.5:ENSG00000280211	2	2	3	1	1	2	2	3
AC012254.5:ENSG00000280212	1	0	0	0	0	0	0	0
AC027682.7:ENSG00000280214	2	3	2	0	4	4	5	1
AC021613.2:ENSG00000280215	0	0	0	0	0	0	0	0
AL022326.2:ENSG00000280216	0	0	0	0	0	0	0	0
AC126564.1:ENSG00000280217	0	0	0	0	0	0	0	0
AC093908.1:ENSG00000280219	1	0	0	1	0	2	1	0
AL157414.3:ENSG00000280220	0	0	0	0	0	0	0	0
AL365209.1:ENSG00000280222	0	0	0	0	0	0	0	0
AL645820.1:ENSG00000280223	0	0	0	0	0	0	0	0
AC237221.2:ENSG00000280225	0	0	0	0	0	0	0	0
AC079416.4:ENSG00000280227	0	0	0	0	0	0	0	0
AC079753.1:ENSG00000280228	0	0	0	0	0	0	0	0
AL161658.1:ENSG00000280229	0	0	0	0	0	0	0	0
AL031719.2:ENSG00000280231	1	1	1	0	1	0	1	2
AL589666.2:ENSG00000280232	0	0	0	0	0	0	0	0
AC015813.7:ENSG00000280233	0	0	0	0	0	0	0	0
AC124303.2:ENSG00000280234	0	0	0	0	0	0	0	0
OR12D2:ENSG00000280236	0	0	0	0	0	0	0	0
AC022400.10:ENSG00000280238	0	0	1	0	0	0	2	0
AC011498.7:ENSG00000280239	7	7	4	3	3	6	6	2
AL450226.2:ENSG00000280242	0	0	0	0	0	0	1	0
MTCO1P1:ENSG00000280243	0	1	0	0	0	0	0	0
AL512356.3:ENSG00000280244	0	0	0	0	0	0	1	0
AC079336.7:ENSG00000280245	0	0	0	0	0	0	0	0
AC005578.1:ENSG00000280247	1	1	2	1	0	0	0	1
AC124319.3:ENSG00000280248	0	1	0	0	2	0	0	0
AL691477.1:ENSG00000280249	0	0	0	0	0	0	0	0
AC097372.3:ENSG00000280250	0	0	0	0	0	0	0	0
AC091912.2:ENSG00000280251	0	0	0	0	0	0	0	0
AC233723.2:ENSG00000280254	0	0	0	0	0	0	0	0
AC004947.2:ENSG00000280255	0	0	0	0	0	0	0	0
AC007741.1:ENSG00000280257	0	0	0	0	0	0	0	0
AL512662.1:ENSG00000280259	1	0	0	0	0	0	0	0
AC009161.2:ENSG00000280261	0	0	0	0	0	0	0	0
AC093671.1:ENSG00000280262	0	0	0	0	0	0	0	0
AC137499.2:ENSG00000280263	0	0	0	0	0	0	0	0
AC130456.7:ENSG00000280265	0	0	0	0	0	0	0	0
AC006372.4:ENSG00000280266	1	2	0	2	1	1	0	0
PRAMEF26:ENSG00000280267	0	0	0	0	0	0	0	0
AC025125.1:ENSG00000280268	0	0	0	0	0	0	0	0
AP000577.2:ENSG00000280269	0	0	3	1	3	0	2	0
AC068299.2:ENSG00000280270	0	0	0	0	0	0	0	0
AC005858.1:ENSG00000280272	0	0	0	0	0	0	0	0
AC009145.4:ENSG00000280274	0	1	0	0	0	0	1	0
Z82209.2:ENSG00000280275	0	0	0	0	0	0	0	0
AC009229.4:ENSG00000280276	1	2	1	0	1	2	1	1
AL079342.3:ENSG00000280277	0	1	0	0	1	0	0	0
AC009108.5:ENSG00000280278	0	2	0	2	2	2	1	1
AC006435.5:ENSG00000280280	0	0	0	0	0	0	0	0
AL049781.1:ENSG00000280281	0	0	0	0	0	0	0	0
AC138430.2:ENSG00000280282	0	0	0	0	0	0	0	0
AC010601.2:ENSG00000280283	0	0	0	0	0	0	0	0
AC092608.3:ENSG00000280284	0	0	0	0	0	0	0	0
AC108215.1:ENSG00000280285	0	0	0	0	0	0	0	0
FRG1KP:ENSG00000280286	0	0	0	0	0	0	0	0
AC131212.3:ENSG00000280287	22	36	43	52	77	62	76	60
AC131935.2:ENSG00000280288	0	0	0	0	0	0	0	0
AC016251.1:ENSG00000280291	0	0	0	0	0	0	0	0
AC011008.2:ENSG00000280294	0	0	0	0	0	0	0	0
AC099811.6:ENSG00000280295	0	0	0	0	0	0	0	0
AL137058.3:ENSG00000280296	0	0	0	0	0	0	0	0
AC117503.4:ENSG00000280300	0	0	0	0	0	0	0	0
AP005264.7:ENSG00000280302	0	0	0	0	0	0	0	0
AC104260.2:ENSG00000280304	0	0	0	0	0	0	0	0
AC018765.1:ENSG00000280305	0	0	0	0	0	0	0	0
AC137056.2:ENSG00000280306	0	0	0	0	0	0	0	0
AP000676.4:ENSG00000280307	0	0	0	0	0	0	0	0
AC023300.3:ENSG00000280309	0	1	0	0	0	0	0	0
AC092437.1:ENSG00000280310	1	0	0	0	1	0	1	0
AC131212.4:ENSG00000280311	0	0	0	1	1	2	1	0
Z83836.1:ENSG00000280312	0	0	1	0	0	0	0	0
OR8K3:ENSG00000280314	0	0	0	0	0	0	0	0
AL732618.1:ENSG00000280317	0	0	0	0	0	0	0	0
AC027309.3:ENSG00000280318	0	0	0	0	0	0	0	0
AC073578.4:ENSG00000280319	0	0	0	0	0	0	0	0
AC025262.2:ENSG00000280320	0	0	0	0	0	0	0	0
AC129502.1:ENSG00000280321	0	0	0	0	1	0	0	0
AL035425.5:ENSG00000280322	0	0	0	0	0	1	0	0
AC053503.5:ENSG00000280323	0	0	0	0	0	0	0	0
AC074183.2:ENSG00000280325	1	3	2	0	0	2	2	1
AC067931.2:ENSG00000280326	0	0	1	1	0	0	0	0
Z97633.1:ENSG00000280327	5	4	1	0	2	0	0	0
CTBP2P10:ENSG00000280330	1	1	1	0	1	0	3	1
AC061999.1:ENSG00000280331	0	0	0	0	0	0	0	0
AC020917.4:ENSG00000280332	4	8	7	2	6	3	10	5
AC090617.9:ENSG00000280333	0	0	0	0	0	0	0	0
AC009084.2:ENSG00000280334	0	0	0	0	0	0	0	0
AC016866.3:ENSG00000280335	0	0	0	0	0	0	0	0
DUX4L25:ENSG00000280337	0	0	0	0	0	0	0	0
AC091941.1:ENSG00000280338	0	0	0	0	0	0	0	0
AP001528.2:ENSG00000280339	1	0	0	0	0	0	0	0
AC080080.2:ENSG00000280340	0	0	0	0	0	0	0	0
AC009166.2:ENSG00000280344	0	0	0	0	0	0	0	0
AC092184.3:ENSG00000280345	0	0	0	0	0	0	0	0
FP236240.3:ENSG00000280346	0	0	0	0	0	0	0	0
AC000123.3:ENSG00000280347	75	54	158	114	128	153	211	150
AL138713.1:ENSG00000280348	0	0	0	0	0	0	0	0
AC008133.2:ENSG00000280349	0	0	0	0	0	0	0	0
AC127496.7:ENSG00000280351	49	36	56	35	64	64	70	52
AC116563.2:ENSG00000280352	0	0	0	0	0	0	0	0
AC011466.4:ENSG00000280353	1	3	0	2	0	2	1	0
AC073592.9:ENSG00000280354	0	0	0	0	0	0	0	0
AL132656.4:ENSG00000280355	42	44	79	63	102	89	128	67
AL138960.2:ENSG00000280357	0	0	0	0	0	0	0	0
AC105133.2:ENSG00000280359	0	0	0	0	0	0	0	0
AC092159.3:ENSG00000280360	0	0	0	0	0	0	0	0
AC084759.3:ENSG00000280362	0	0	0	0	0	0	0	0
AC005858.2:ENSG00000280364	0	0	0	0	0	0	0	0
AC021766.1:ENSG00000280365	0	0	0	0	0	1	0	0
AP002364.1:ENSG00000280367	4	3	5	1	1	2	4	3
AC034229.5:ENSG00000280368	0	0	0	0	0	0	0	0
AC012640.7:ENSG00000280369	0	0	0	0	0	0	0	0
AL136967.2:ENSG00000280371	0	0	0	0	0	0	0	0
CR382285.2:ENSG00000280372	0	1	0	0	1	0	1	0
AC091953.6:ENSG00000280373	0	0	0	0	0	0	0	0
AL359740.1:ENSG00000280375	0	0	0	0	2	1	0	0
AC012186.3:ENSG00000280376	0	0	0	0	3	1	2	2
AC027176.3:ENSG00000280377	0	0	0	0	0	0	0	0
AL353898.3:ENSG00000280378	2	4	2	1	6	1	3	6
AP003072.5:ENSG00000280379	0	0	0	0	0	0	0	0
AC009831.4:ENSG00000280380	0	0	0	0	0	0	0	0
AC026362.2:ENSG00000280381	2	5	0	1	2	2	5	2
AP000648.4:ENSG00000280385	0	0	0	1	0	0	1	0
AL109806.1:ENSG00000280387	11	8	15	18	24	20	19	12
AC006330.1:ENSG00000280388	21	21	23	11	25	17	30	26
AC010872.1:ENSG00000280390	0	0	0	0	0	0	0	0
AC007496.3:ENSG00000280392	0	0	0	0	0	1	0	0
AC090574.1:ENSG00000280393	0	0	0	0	0	0	0	0
AC011471.3:ENSG00000280394	0	0	0	0	0	0	0	0
AC114546.4:ENSG00000280396	0	0	0	0	0	0	0	0
AC011592.1:ENSG00000280397	0	0	0	0	0	0	0	0
AC005858.3:ENSG00000280398	0	0	0	0	0	0	0	0
AC022497.1:ENSG00000280399	1	0	0	0	0	0	0	1
AC127459.3:ENSG00000280400	0	0	0	0	0	0	0	0
AC022532.1:ENSG00000280401	0	3	8	3	4	2	1	6
AC093525.10:ENSG00000280402	6	5	7	5	10	5	25	21
AC005086.5:ENSG00000280404	0	0	0	0	0	0	0	0
AC026336.5:ENSG00000280405	0	0	0	0	0	0	0	0
AC104985.3:ENSG00000280406	0	0	0	0	0	0	0	0
AC132872.4:ENSG00000280407	4	2	3	6	8	13	9	6
AC032044.2:ENSG00000280408	0	0	0	0	0	0	0	0
LINC01101:ENSG00000280409	0	0	0	0	0	0	0	0
IGHV1-69D:ENSG00000280411	0	0	0	0	0	0	0	0
AC004790.2:ENSG00000280412	0	0	0	0	0	0	0	0
AC018470.1:ENSG00000280414	5	10	0	3	5	1	6	6
AC005252.3:ENSG00000280415	0	0	0	0	0	0	0	0
AC009084.3:ENSG00000280416	0	0	0	0	0	0	0	0
AC096887.2:ENSG00000280417	16	19	13	5	7	12	19	11
AC010531.8:ENSG00000280419	0	0	0	0	0	0	0	0
AC005355.2:ENSG00000280420	2	1	0	0	0	0	0	0
AC115284.2:ENSG00000280422	1	0	2	1	3	2	7	6
AL359852.1:ENSG00000280423	0	0	0	0	0	0	0	0
BX537318.2:ENSG00000280424	5	4	0	1	3	2	0	1
AC084876.2:ENSG00000280426	2	3	2	1	2	0	0	0
AF001548.3:ENSG00000280429	0	0	0	0	0	0	0	0
AP002782.1:ENSG00000280430	0	0	0	0	0	0	0	0
AL160394.2:ENSG00000280431	0	0	0	0	0	0	0	0
AP000962.2:ENSG00000280432	0	0	0	0	0	0	0	0
FP565260.6:ENSG00000280433	96	61	107	112	172	197	176	119
AC006058.4:ENSG00000280435	1	0	0	0	0	0	0	0
CR392039.5:ENSG00000280436	0	0	0	0	0	0	0	0
AC091932.4:ENSG00000280438	0	0	0	0	0	0	0	0
AC004836.1:ENSG00000280439	1	0	0	0	0	0	0	0
AC002064.4:ENSG00000280440	0	0	0	0	0	0	0	0
AL136313.1:ENSG00000280443	0	0	0	0	0	0	0	0
AC073592.10:ENSG00000280444	0	0	0	0	0	0	0	0
AL607033.1:ENSG00000280446	0	0	0	0	0	0	0	0
AC034229.6:ENSG00000280449	0	0	0	0	0	0	0	0
AL683826.1:ENSG00000280450	0	0	0	0	0	0	0	0
AL356094.1:ENSG00000280451	0	0	0	0	0	0	0	0
AP006248.5:ENSG00000280453	0	0	0	0	0	0	0	0
AC007347.2:ENSG00000280454	0	0	0	0	0	0	0	0
DUX4L2:ENSG00000280457	0	0	0	0	0	0	0	0
SCARNA4:ENSG00000280466	0	0	0	0	0	0	0	0
AC007182.3:ENSG00000280494	0	0	0	0	0	0	0	0
SNORA17B:ENSG00000280496	0	0	0	0	0	0	0	0
SNORA16A:ENSG00000280498	0	0	0	0	0	0	0	0
AP003392.6:ENSG00000280502	0	0	0	0	0	0	0	0
AC068946.1:ENSG00000280537	6	10	16	15	11	24	41	23
AC116913.2:ENSG00000280554	0	0	0	0	0	0	0	0
AC006059.2:ENSG00000280571	2	0	4	0	0	1	2	3
AC096587.2:ENSG00000280636	0	0	0	0	0	0	0	0
AC245100.8:ENSG00000280649	3	0	0	0	4	2	2	1
AC134981.1:ENSG00000280655	0	0	0	0	0	0	0	0
AL513210.2:ENSG00000280665	0	0	0	0	0	0	0	0
CCDC163:ENSG00000280670	49	44	42	36	39	33	33	31
SNORD3E:ENSG00000280704	0	0	0	0	0	0	0	0
LINC02203:ENSG00000280709	0	0	1	2	2	1	1	3
DUX4L1:ENSG00000280757	0	0	0	0	0	0	0	0
AP003304.1:ENSG00000280773	0	0	0	0	0	0	0	0
AC243547.3:ENSG00000280778	0	1	0	0	0	0	0	0
PAGR1:ENSG00000280789	214	173	132	123	98	103	165	100
DUX4L5:ENSG00000280799	0	0	0	0	0	0	0	0
AC090114.3:ENSG00000280828	8	4	9	11	4	16	8	19
AL355480.1:ENSG00000280836	0	0	0	0	0	0	0	0
AC025048.6:ENSG00000280852	12	12	8	12	19	21	25	8
AC009133.6:ENSG00000280893	0	0	2	0	4	0	0	0
SNORA50D:ENSG00000280894	0	0	0	0	0	0	0	0
AC104446.3:ENSG00000280904	0	0	0	0	0	0	0	0
CTSLP3:ENSG00000280913	0	0	0	0	0	0	0	0
AC004808.1:ENSG00000280958	0	0	0	0	0	0	0	0
AC002059.2:ENSG00000280968	0	1	0	0	0	0	0	0
RPS4Y2:ENSG00000280969	1	0	0	0	0	0	0	0
MATR3:ENSG00000280987	252	331	313	419	422	243	659	397
AL121956.5:ENSG00000280991	0	0	0	0	0	0	0	0
SNORD3D:ENSG00000281000	0	0	0	0	0	0	0	0
AC004808.2:ENSG00000281008	0	0	0	0	0	0	0	0
AC009065.10:ENSG00000281010	0	0	0	0	0	0	0	0
AC005154.5:ENSG00000281039	0	0	0	0	0	0	0	0
DUX4L6:ENSG00000281058	0	0	0	0	0	0	0	0
AC073476.5:ENSG00000281072	0	0	0	0	0	0	0	0
AC135068.6:ENSG00000281087	0	0	0	0	0	0	0	0
AC105749.1:ENSG00000281100	1	1	0	0	0	2	0	1
TMEM272:ENSG00000281106	0	1	0	0	1	0	0	0
AL355480.2:ENSG00000281112	0	0	0	0	0	0	0	0
AL355480.3:ENSG00000281133	0	0	0	0	0	0	0	0
MIR3651:ENSG00000281156	0	0	0	0	0	0	0	0
AC112786.1:ENSG00000281159	0	0	0	0	0	0	0	0
AC135068.8:ENSG00000281179	0	0	0	0	0	0	0	0
AL132640.4:ENSG00000281228	0	0	0	0	0	0	0	0
AC068724.3:ENSG00000281269	0	0	0	0	0	0	0	0
Z69713.1:ENSG00000281295	0	0	0	0	0	0	0	0
AC025362.1:ENSG00000281311	0	0	0	0	0	0	0	0
NF1P9:ENSG00000281347	0	0	0	0	0	0	0	0
AC120114.4:ENSG00000281348	4	4	7	0	0	2	0	2
AC093826.2:ENSG00000281369	0	0	0	0	0	0	0	0
SEPTIN14P19:ENSG00000281379	0	2	3	2	1	1	4	4
SCARNA4:ENSG00000281394	0	0	0	0	0	0	0	0
BLACAT1:ENSG00000281406	0	0	0	0	0	0	0	2
AP001052.1:ENSG00000281420	0	0	0	0	0	0	0	0
MIR548BB:ENSG00000281426	0	0	0	0	0	0	0	0
AC019226.1:ENSG00000281469	0	1	0	0	1	0	0	0
CICP14:ENSG00000281490	1	0	0	0	0	0	1	0
AC112786.2:ENSG00000281516	0	0	0	0	0	0	0	0
AC135068.9:ENSG00000281550	0	0	0	0	0	0	0	0
AC241585.2:ENSG00000281571	0	1	1	0	1	0	0	3
AC006978.2:ENSG00000281593	11	0	10	9	10	19	21	13
AL365214.2:ENSG00000281613	0	0	0	0	0	0	0	0
DUX4L3:ENSG00000281627	0	0	0	0	0	0	0	0
DUX4L7:ENSG00000281652	0	0	0	0	0	0	0	0
MIR664A:ENSG00000281696	0	0	0	0	0	0	0	0
AC025614.2:ENSG00000281710	0	0	0	0	0	0	0	0
DUX4L8:ENSG00000281720	0	0	0	0	0	0	0	2
AC241377.4:ENSG00000281741	0	1	1	0	1	0	0	0
AC019226.2:ENSG00000281772	1	0	0	0	0	0	0	0
AC007383.4:ENSG00000281780	0	0	0	0	0	0	0	0
AL355987.6:ENSG00000281808	0	0	0	0	0	0	0	0
AL355480.4:ENSG00000281825	0	0	0	0	0	0	0	0
MIR1291:ENSG00000281842	0	0	0	0	0	0	0	0
SNORD38B:ENSG00000281859	0	0	0	0	0	0	0	0
AC034186.2:ENSG00000281863	0	0	0	0	0	0	0	0
AL512506.3:ENSG00000281883	0	3	0	0	3	0	1	1
GIMAP1-GIMAP5:ENSG00000281887	0	0	0	0	0	0	0	0
AC018638.8:ENSG00000281896	0	0	0	0	0	0	0	0
HERC2P7:ENSG00000281909	3	0	0	0	0	0	0	0
SNORA50A:ENSG00000281910	0	0	0	0	0	0	0	0
AC034228.3:ENSG00000281938	0	0	0	0	0	0	0	0
AC073488.2:ENSG00000281941	0	0	0	0	0	0	1	0
